ES_id,Area_prop(%),Species,Ht(m),Missing ,Re_Ht,Re_Missing 
52,0.25,RHIN1,1,5,5,1
52,0.25,RHIN1,1,5,5,1
52,0.25,RHIN1,1,5,5,1
52,0.25,RHIN1,1,5,5,1
52,0.25,RHIN1,1,5,5,1
52,0.25,RHIN1,1,5,5,1
52,0.25,RHIN1,1,5,5,1
52,0.25,RHIN1,1,5,5,1
52,0.25,RHIN1,1,5,5,1
52,0.25,RHIN1,1,5,5,1
52,0.25,RHIN1,1,5,5,1
52,0.25,RHIN1,1,5,5,1
52,0.25,RHIN1,1,5,5,1
52,0.195,DE9,1.8,65,8,7
52,0.16,CAJA9,1.65,60,7,7
52,0.16,CAJA9,1.4,45,6,5
52,0.45,LISI,1.5,40,7,5
52,0.015625,MACLASS,0.3,15,2,2
52,0.0625,RHIN1,0.6,10,3,2
52,0.09,OSFR,1.75,30,8,4
52,0.195,CASA,0.6,20,3,3
52,0.09,MACLASS,0.8,35,4,4
52,0.0625,MACLASS,0.8,45,4,5
52,0.04,MACLASS,0.5,35,3,4
52,0.04,MACLASS,0.6,85,3,9
52,0.04,MACLASS,0.6,60,3,7
53,0.045,NADO,1.3,45,6,5
53,0.04,NADO,0.5,60,3,7
53,0.04,MACLASS,0.4,25,2,3
53,0.04,MACLASS,0.3,20,2,3
53,0.01,CAJA9,0.5,70,3,8
53,0.01,MACLASS,0.3,20,2,3
53,0.01,ZAPU2,0.3,50,2,6
53,0.04,MACLASS,0.4,30,2,4
53,0.0525,MACLASS,0.3,30,2,4
53,0.04,RHIN1,0.4,30,2,4
53,0.2025,CAJA9,1.5,30,7,4
53,1.5,CAJA9,1.5,25,7,3
53,0.2025,PUGR,1.6,40,7,5
53,0.09,NADO,1.6,50,7,6
53,0.09,NADO,1.6,50,7,6
53,0.0490625,COKO,1.7,83.52941176,7,9
53,0.0961625,COKO,1.7,81.17647059,7,9
53,0.0490625,COKO,1.65,85.15151515,7,9
54,0.0314,POMA,1,28,5,3
55,0.49,SPTH2,0.5,35,3,4
55,0.64,LISI,1.5,25,7,3
55,0.005625,SPTH2,0.4,35,2,4
55,0.01,LISI,0.4,20,2,3
55,0.02,PIDE,0.4,35,2,4
55,0.09,LISI,1.3,10,6,2
55,0.0225,SPTH2,0.3,15,2,2
55,0.140625,ERJA,0.9,45,4,5
55,0.0625,SPTH2,0.6,30,3,4
55,0.04,SPTH2,0.7,15,3,2
55,0.0225,CAJA9,0.4,20,2,3
55,0.01,PIDE,0.3,30,2,4
55,0.0025,PIDE,0.3,30,2,4
55,0.01,PIDE,0.5,60,3,7
55,0.005625,PIDE,0.3,50,2,6
55,0.0025,ACPA,0.3,70,2,8
55,0.0225,NADO,0.7,85,3,9
55,0.06,ERJA,1,75,5,8
55,0.04,SPTH2,0.6,35,3,4
55,0.0225,ZESE,1.2,55,5,6
55,0.09,ACPA,1.2,70,5,8
55,0.0625,MACLASS,1.2,50,5,6
55,0.06,ZESE,0.3,70,2,8
55,0.36,JANU,1.2,10,5,2
57,0.0225,BUMI1,1,30,5,4
57,0.02,BUMI1,1,20,5,3
57,0.045,MACLASS,1.6,5,7,1
57,0.045,MACLASS,1.6,5,7,1
57,0.045,MACLASS,1.6,5,7,1
57,0.135,ABGR4,0.35,20,2,3
57,0.1,EUJAAM,1.8,30,8,4
57,0.075,CHPI,0.6,30,3,4
57,0.09,CO32,0.8,75,4,8
57,0.01,ILCR,1.6,15,7,2
57,0.25,OSFR,1.5,40,7,5
57,0.36,RHSP1,1.2,15,5,2
57,0.045,ILCR,0.35,10,2,2
57,0.0625,ROCH,0.8,80,4,9
57,0.27,NADO,0.8,50,4,6
57,0.09,RHIN1,0.75,10,4,2
57,0.09,RHIN1,0.75,10,4,2
57,0.06,ZESE,0.8,90,4,10
57,0.5,CECH,1.6,90,7,10
57,0.09,RHSP1,1.4,45,6,5
57,0.01,NADO,1.7,80,7,9
57,0.01,EUJAAM,1.5,70,7,8
58,0.09,ACBU,1.5,25,7,3
58,0.09,HYSP,0.3,20,2,3
58,0.1225,ROCH,0.9,30,4,4
58,0.0225,ZAPU2,0.9,30,4,4
58,0.0225,HYSP,0.3,15,2,2
58,0.0225,ROBA,0.3,30,2,4
58,0.05,ROCH,1.2,30,5,4
58,0.25,ILCR,0.7,10,3,2
59,0.25,NADO,1.3,70,6,8
59,0.4225,NADO,1.8,50,8,6
59,0.11,HYMO2,1.1,30,5,4
59,0.0875,HYSP,1.6,30,7,4
59,0.0490625,OLEU,1.7,21.76470588,7,3
59,0.0490625,NADO,1.7,21.76470588,7,3
59,0.0490625,NADO,1.7,21.76470588,7,3
59,0.0961625,ACPA,1.7,36.47058824,7,4
59,0.07065,ZAPU2,1.7,77.94117647,7,8
59,0.082915625,NADO,1.7,91.76470588,7,10
59,0.2826,NADO,1.8,29.16666667,8,3
59,0.19625,NADO,1.8,62.5,8,7
59,0.1589625,NADO,1.8,71.11111111,8,8
59,0.306640625,NADO,1.8,28.88888889,8,3
59,0.0961625,EU9,1.3,45,6,5
60,0.525,NEOL,1.3,30,6,4
60,0.49,FRGR1,1.6,50,7,6
60,0.5525,CADI,1.1,50,5,6
60,0.09,RHIN1,0.4,40,2,5
60,0.09,CASA,1.1,35,5,4
60,0.04,RHIN1,0.35,65,2,7
60,0.04,RHIN1,0.55,65,3,7
60,0.04,RHIN1,0.5,40,3,5
60,0.035,CASA,0.8,50,4,6
60,0.0225,RHIN1,0.3,5,2,1
60,0.0225,RHIN1,0.3,5,2,1
60,0.09,CAJA9,0.8,40,4,5
60,0.25,CADI,0.8,30,4,4
60,0.175,PIJA,0.7,30,3,4
60,0.0225,RHIN1,0.3,10,2,2
60,0.0225,RHIN1,0.3,10,2,2
60,0.04,RHIN1,0.4,20,2,3
60,0.04,RHIN1,0.4,20,2,3
60,0.0225,RHIN1,0.3,15,2,2
60,0.05,GIBI,0.6,35,3,4
60,0.39,LAIN,1.1,70,5,8
60,0.045,FRGR1,0.6,30,3,4
60,0.16,LAIN,1.3,50,6,6
60,0.09,ZESE,1.8,65,8,7
60,0.1225,POMA,1.6,15,7,2
60,0.09,CESI4,1.4,85,6,9
61,0.105,PHGL,0.8,70,4,8
61,0.2025,PHGL,0.9,10,4,2
61,0.3,PRPE2,1.8,40,8,5
61,0.25,MOAL,1.4,60,6,7
61,0.1225,DIKA,1.8,35,8,4
62,0.0225,NADO,0.3,30,2,4
62,0.050625,SPTH2,0.8,30,4,4
62,0.36,RH2,1.5,20,7,3
62,0.105,ZAPU2,1.2,40,5,5
62,0.0625,MACLASS,1,20,5,3
62,0.075,MACLASS,1,20,5,3
62,0.1225,RH2,1.5,50,7,6
62,0.04,NADO,1.5,60,7,7
62,0.09,NADO,1.4,70,6,8
62,0.2475,MACLASS,1,25,5,3
63,0.375,ALJU,0.9,35,4,4
63,0.25,RHIN1,0.6,10,3,2
63,0.1575,RHIN1,0.6,20,3,3
63,0.18,RHIN1,0.7,10,3,2
63,0.4415625,OSFR,1.85,49.72972973,8,5
64,0.005625,LILU,0.4,55,2,6
64,0.81,HYSP,1.2,60,5,7
64,0.0225,HYMO2,0.4,50,2,6
64,0.0225,CESI4,0.4,70,2,8
64,0.03,RHIN21,0.3,70,2,8
64,0.09,CESI4,0.6,50,3,6
64,0.09,HYMO2,0.6,90,3,10
64,0.045,CESI4,0.65,30,3,4
64,0.0375,RHIN21,0.55,40,3,5
64,0.045,QUAL2,0.65,30,3,4
64,0.03375,HYMO2,0.55,35,3,4
64,0.16,QUAL2,1,30,5,4
64,1.25,RHIN1,0.7,10,3,2
64,0.575,ABGR4,1.75,20,8,3
64,4.5,RHSP1,1.5,10,7,2
65,0.030625,NADO,1.3,60,6,7
65,0.015625,MACLASS,1.3,10,6,2
65,0.3,HYSP,0.5,15,3,2
65,0.0975,MACLASS,0.3,15,2,2
65,0.25,SYRE,1.7,60,7,7
65,0.16,JUBR6,1.1,45,5,5
65,0.045,SC3,1.5,25,7,3
65,0.09,HYSP,0.5,30,3,4
65,0.04,ROBA,1,80,5,9
65,0.0225,MACLASS,0.3,30,2,4
66,0.09,JUCH,0.3,15,2,2
66,0.99,MA11,0.6,20,3,3
66,0.12,JUCH,0.3,10,2,2
66,0.875,RHIN1,0.3,10,2,2
66,0.25,RHIN1,0.3,10,2,2
66,0.045,RHIN1,0.3,15,2,2
66,0.54,RHIN1,0.3,25,2,3
66,0.0675,ABGR4,0.3,10,2,2
66,0.0675,ABGR4,0.3,10,2,2
66,0.09,RHIN1,0.35,25,2,3
66,0.0225,MACLASS,0.3,25,2,3
66,0.0225,NADO,0.3,65,2,7
66,0.0225,CADI,0.6,30,3,4
66,0.01,HYSP,0.3,30,2,4
66,0.0225,JANU,0.4,20,2,3
66,0.05625,MACLASS,0.3,20,2,3
66,0.04,CICA,0.9,70,4,8
66,0.03,JANU,0.4,35,2,4
66,0.06,NADO,0.7,70,3,8
66,0.15,HYSP,0.6,20,3,3
66,0.03,ACPA,0.8,70,4,8
66,0.0225,RHIN1,0.3,5,2,1
66,0.04,EUJAAM,0.4,10,2,2
66,0.0625,SEFO2,0.4,5,2,1
68,0.0225,CROV,0.3,20,2,3
68,0.04,CYRE11,0.6,70,3,8
68,0.0225,DR,0.6,65,3,7
68,0.04,HYSP,0.6,20,3,3
68,0.0225,RHSP1,0.3,20,2,3
68,0.015625,COKO,1.2,95,5,10
68,0.01,ROCH,0.8,75,4,8
68,0.0225,RHSP1,0.4,20,2,3
68,0.0625,HYSP,0.5,20,3,3
68,0.0225,CASA,0.3,75,2,8
68,0.275,COKO,1.2,70,5,8
68,0.075,ACPA,0.7,25,3,3
68,0.0625,OSFR,1.6,60,7,7
68,0.04,NADO,1.5,50,7,6
68,0.0075,CUMA,0.6,15,3,2
68,0.09,OSHE,1.2,25,5,3
70,0.04,NADO,0.3,15,2,2
70,0.36,NADO,0.9,20,4,3
70,0.04,NADO,0.9,70,4,8
70,0.0025,OSHE,0.3,50,2,6
71,0.04,NADO,0.6,20,3,3
71,0.0625,NADO,1.5,20,7,3
71,0.0625,NADO,1.5,80,7,9
71,0.06,NADO,0.6,20,3,3
71,0.04,NADO,1.4,90,6,10
71,0.06,NADO,1.4,65,6,7
71,0.36,HYSP,1.3,25,6,3
71,0.0225,NADO,1.6,95,7,10
71,0.135,MACLASS,0.7,80,3,9
71,0.09,NADO,1.5,80,7,9
72,0.0375,RHSP1,0.4,5,2,1
72,0.175,GA2,0.7,15,3,2
72,0.2025,RHSP1,0.7,5,3,1
72,0.0975,RHSP1,1.2,5,5,1
73,0.03,NADO,0.7,30,3,4
73,0.0225,NADO,0.6,90,3,10
73,0.03,HYSP,0.3,20,2,3
73,0.0225,HYSP,0.3,35,2,4
73,0.0625,BUMI1,0.5,15,3,2
73,0.1225,ROCH,1.6,85,7,9
74,0.09,NADO,1.65,60,7,7
74,0.16,OLEU,1.65,35,7,4
74,0.04,NADO,0.4,20,2,3
74,0.01,LACA2,1.1,95,5,10
74,0.0225,RHIN1,0.5,10,3,2
74,0.025,RHIN1,0.7,10,3,2
74,0.01125,MACLASS,0.7,75,3,8
74,0.04,THOR,0.6,10,3,2
74,0.04,NADO,0.7,25,3,3
74,0.16,CASA,1.5,65,7,7
74,0.04,NADO,0.7,35,3,4
74,0.030625,CISP,0.5,25,3,3
75,0.2025,OSFR,1.1,70,5,8
75,0.25,RHIN1,0.6,20,3,3
75,0.455,HYSP,0.6,30,3,4
75,0.09,NADO,1.4,70,6,8
75,0.4225,RHSP1,1.1,15,5,2
75,0.045,HYSP,0.3,25,2,3
75,0.075,RHSP1,0.6,20,3,3
75,0.15,MAJA,0.6,80,3,9
75,0.45,HYSP,1.5,20,7,3
75,0.03,GA2,0.4,50,2,6
75,0.16,TE6,0.7,75,3,8
75,0.25,CAJA9,1.2,15,5,2
75,0.1575,EL1,0.7,70,3,8
75,0.1225,NADO,1.5,15,7,2
75,0.2,CAJA9,1.5,35,7,4
75,0.135,CICA,0.6,50,3,6
75,0.09,EU9,1.1,60,5,7
75,0.1225,CAJA9,1.2,30,5,4
75,0.35,CAJA9,1.1,20,5,3
75,0.04,ROCH,0.9,80,4,9
75,0.225,ZESE,0.6,90,3,10
75,0.19625,POMA,1.7,33.82352941,7,4
76,0.0225,RHIN21,0.3,30,2,4
76,0.0225,RHIN21,0.3,50,2,6
76,0.09,RHIN21,0.8,20,4,3
76,0.21,AUJA,1,25,5,3
76,0.4875,NADO,1.3,20,6,3
78,0.0625,NADO,1.7,70,7,8
78,0.0225,ZAPU2,1.2,90,5,10
78,0.0225,MACLASS,0.3,10,2,2
78,0.0375,RHIN1,0.4,10,2,2
78,0.015625,HYSP,0.4,50,2,6
78,0.06,SEFO2,1.3,10,6,2
78,0.0825,SPCA10,1.7,45,7,5
78,0.07,SEFO2,1.3,20,6,3
78,0.0225,NADO,0.3,55,2,6
78,0.045,NADO,0.6,60,3,7
78,0.0675,NADO,0.6,25,3,3
79,0.01,PRX,0.3,85,2,9
79,0.015625,NADO,0.35,35,2,4
80,1.2375,RHIN21,1,10,5,2
80,0.25,MEAZ,1.35,30,6,4
80,0.3,MEAZ,1.4,45,6,5
80,0.945,RHIN21,1,10,5,2
80,1.05,RHIN1,0.3,65,2,7
80,0.0625,LILU,1.7,30,7,4
80,0.25,CASA,0.8,25,4,3
80,0.0225,RHIN21,0.9,35,4,4
80,0.04,NADO,1.25,55,6,6
80,0.09,CICA,0.6,25,3,3
80,0.15,RHSP1,0.4,20,2,3
80,0.09,SPTH2,0.9,80,4,9
80,0.0975,SPTH2,0.9,85,4,9
80,0.04,RHIN21,0.6,30,3,4
80,0.35,CASA,0.6,20,3,3
80,0.3,RHSP1,0.8,15,4,2
80,0.275,RHIN21,1,65,5,7
80,0.015,CICA,0.6,50,3,6
80,0.135,CASA,0.3,30,2,4
80,0.0675,RHIN21,1.2,65,5,7
80,0.25,MEAZ,1.2,20,5,3
80,1.5625,ABGR4,1.4,20,6,3
80,0.25,RHIN21,1.6,35,7,4
80,0.325,NADO,1.3,20,6,3
80,0.25,SPTH2,1.3,40,6,5
80,0.01,RHIN21,0.5,60,3,7
80,0.0225,NADO,0.5,60,3,7
80,0.8,PHGL,0.55,15,3,2
80,0.135,RHSP1,0.6,10,3,2
80,0.2925,PHGL,0.55,5,3,1
80,0.7,PHGL,0.55,20,3,3
80,0.09,MOAL,1.2,55,5,6
80,0.4,PHGL,0.55,5,3,1
80,0.375,PHGL,0.55,15,3,2
80,0.0125,MACLASS,1.1,65,5,7
80,0.05,GA2,1.9,10,8,2
80,0.075,QUAL2,1.6,10,7,2
80,2.125,PHGL,1.6,20,7,3
80,1.8,CASA,1.7,70,7,8
80,1.2,ABGR4,1.1,15,5,2
80,0.075,RHIN1,0.5,25,3,3
80,0.0225,RHIN1,0.3,20,2,3
81,0.0225,NADO,1.9,90,8,10
81,0.49,CASA,1.9,20,8,3
81,0.03,MACLASS,0.3,30,2,4
81,0.09,ZAPU2,1.8,25,8,3
81,0.135,ILAT,1.8,75,8,8
81,0.04,DR,1.3,85,6,9
81,0.04,HYQU3,0.6,30,3,4
81,0.25,HYSP,0.3,15,2,2
81,0.0225,MACLASS,0.3,10,2,2
81,0.25,NADO,1.7,25,7,3
81,0.105,ILCR,1,15,5,2
81,0.0625,NADO,1.7,60,7,7
83,0.015625,CROV,0.3,30,2,4
83,0.0225,DA4,0.4,45,2,5
83,0.245,MACLASS,0.3,10,2,2
83,0.01,SPTH2,0.3,25,2,3
83,0.0225,HYSP,0.5,45,3,5
83,0.030625,MACLASS,0.3,20,2,3
83,0.4225,HYSP,1.2,20,5,3
83,0.4225,HYSP,1.2,20,5,3
83,0.09,NADO,1.5,65,7,7
83,0.050625,MACLASS,0.6,30,3,4
83,0.05,NADO,1.1,50,5,6
83,0.0225,MACLASS,1,65,5,7
83,0.035,NADO,1.1,50,5,6
84,0.1225,OSFR,1.8,5,8,1
84,0.1225,CASA,1.8,5,8,1
84,0.1225,OSHE,1.8,5,8,1
84,0.1225,OSFR,1.8,5,8,1
85,0.25,RHIN1,1,5,5,1
85,0.105,CESI4,1.2,55,5,6
85,0.275,RHIN1,1,15,5,2
85,0.06,MACLASS,0.5,30,3,4
85,0.49,RHIN1,1.2,10,5,2
85,0.49,RHIN1,1.2,10,5,2
85,0.49,RHIN1,1.5,5,7,1
86,0.9,SPTH2,0.5,5,3,1
86,0.6,SPTH2,0.5,10,3,2
86,0.0375,RHIN21,0.5,60,3,7
86,0.1375,RHIN21,0.5,45,3,5
86,0.045,RHSP1,0.4,40,2,5
86,0.0225,RHSP1,0.4,40,2,5
86,0.075,HYMO2,0.5,20,3,3
86,0.045,SPTH2,0.6,30,3,4
86,0.0225,SPTH2,0.5,30,3,4
86,0.12,RHSP1,0.5,10,3,2
86,0.135,HYMO2,0.6,20,3,3
86,0.03,SPTH2,0.6,20,3,3
86,0.075,EU9,0.5,30,3,4
86,0.06,RHSP1,0.45,30,2,4
86,0.18,EU9,0.45,30,2,4
86,0.3,RHSP1,0.5,25,3,3
86,0.0375,RHSP1,0.5,20,3,3
86,0.0225,EU9,0.5,20,3,3
86,0.125,RHSP1,0.5,15,3,2
86,0.0225,SPTH2,0.6,50,3,6
86,0.0225,RHSP1,0.6,10,3,2
86,0.0225,RHSP1,0.4,50,2,6
86,0.0375,RHSP1,0.5,10,3,2
86,0.03,RHSP1,0.5,20,3,3
86,0.075,HYMO2,0.6,55,3,6
86,0.045,SPTH2,0.5,65,3,7
86,0.03,RHSP1,0.5,30,3,4
86,0.0375,EU9,0.3,30,2,4
86,0.02,EU9,0.3,70,2,8
86,0.045,RHSP1,0.5,15,3,2
86,0.0225,RHSP1,0.5,15,3,2
86,0.025,EU9,0.5,50,3,6
86,0.225,HYMO2,0.7,55,3,6
86,0.045,EU9,0.5,35,3,4
86,0.25,RHSP1,0.3,35,2,4
86,0.045,EU9,0.35,30,2,4
87,0.225,ACPA,1.6,20,7,3
87,0.225,EUJAAM,1.6,20,7,3
87,0.15,SYRE,1.6,20,7,3
87,0.09,NADO,1.6,35,7,4
87,0.225,AUJA,1.5,30,7,4
87,0.12,PYCO2,1.5,30,7,4
87,0.15,LILU,1.5,30,7,4
87,0.18,RHSP1,0.5,15,3,2
87,0.3,NADO,1.8,70,8,8
87,0.4,QUAL2,1.8,45,8,5
88,1.625,RHIN1,0.3,5,2,1
88,1.125,RHIN1,0.3,5,2,1
89,0.735,RHSP1,0.8,10,4,2
89,1.26,RHSP1,0.9,10,4,2
89,0.18,RHSP1,0.5,10,3,2
89,0.9,RHSP1,0.8,10,4,2
89,0.2025,MACLASS,1.3,80,6,9
89,0.39,MOAL,0.5,90,3,10
89,0.225,TOCI,1,60,5,7
89,2.065,RHSP1,1.2,5,5,1
89,0.36,NADO,1.6,25,7,3
89,0.27,PYCO2,1.6,85,7,9
89,0.09,NADO,1,65,5,7
89,0.2025,NADO,1.5,55,7,6
90,0.21,TRSE6,1,35,5,4
90,0.9,ALJU,0.8,65,4,7
91,1.625,CASA,1.6,20,7,3
91,0.25,NADO,1.8,15,8,2
91,0.25,ILCR,1,10,5,2
91,0.45,CASA,1.6,20,7,3
91,0.3025,RHIN1,1,5,5,1
91,0.3025,ILCR,1,15,5,2
91,0.3575,RHIN1,1,5,5,1
91,0.16,ILCR,1.1,25,5,3
91,0.3025,RHIN1,1,5,5,1
91,0.33,ILCR,1,15,5,2
91,0.3575,RHIN1,1,5,5,1
91,0.25,ILCR,1,15,5,2
91,0.33,RHIN1,1,5,5,1
91,0.25,ILCR,1,20,5,3
91,0.2025,RHSP1,0.9,10,4,2
91,0.3025,ILCR,1,15,5,2
91,0.3375,RHSP1,1,10,5,2
91,0.2025,ILCR,1,60,5,7
91,0.375,RHSP1,1.1,5,5,1
91,0.0625,HYSP,0.6,15,3,2
91,0.0225,PIDE,0.3,35,2,4
91,0.0625,RH2,1.1,80,5,9
91,0.25,OSFR,1.7,10,7,2
91,0.09,ACPA,1.6,40,7,5
91,0.16,CAJA9,1.8,30,8,4
91,0.33,ACPA,1.8,75,8,8
91,0.36,MACLASS,1.5,35,7,4
91,0.0375,PIDE,0.4,45,2,5
91,0.0225,HYSP,0.3,20,2,3
91,0.25,AUJA,1.4,50,6,6
91,0.36,MACLASS,1.5,35,7,4
91,0.36,MACLASS,1.5,35,7,4
91,0.225,RHIN1,0.45,5,2,1
92,0.25,EU9,1.8,50,8,6
92,0.25,EU9,1.3,15,6,2
92,0.25,EU9,1.8,60,8,7
92,0.325,EU9,1.8,50,8,6
92,1.575,EU9,1.3,15,6,2
92,0.39,CASA,0.7,60,3,7
92,0.39,FOVI,0.7,60,3,7
92,0.1125,CASA,0.7,35,3,4
92,0.0625,RHIN21,0.7,65,3,7
92,0.1875,RHIN21,0.7,65,3,7
92,0.1125,CASA,0.7,50,3,6
92,0.01,SPJA,0.7,50,3,6
92,0.015,SPJA,0.7,50,3,6
92,0.07065,PRX,1.5,55,7,6
92,0.3316625,TE6,1.8,25,8,3
92,0.19625,NEOL,1.8,50,8,6
92,0.19625,NEOL,1.7,50,7,6
92,0.19625,NEOL,1.7,20,7,3
93,0.04,CESI4,1.5,50,7,6
93,0.0225,NADO,0.4,90,2,10
93,0.075,CESI4,0.3,35,2,4
94,0.105,LAIN,0.8,50,4,6
94,0.105,LAIN,0.7,70,3,8
94,0.09,LAIN,1.1,90,5,10
94,0.04,LAIN,0.5,75,3,8
94,0.0225,LAIN,1.1,80,5,9
94,0.0225,LAIN,1.1,80,5,9
94,0.0225,LAIN,1.1,80,5,9
94,0.01,LAIN,0.9,95,4,10
94,0.01,LAIN,1.05,80,5,9
94,0.01,LAIN,0.9,95,4,10
94,0.02625,LAIN,1.1,75,5,8
95,0.09,NADO,0.6,65,3,7
95,0.0625,RH2,0.6,60,3,7
95,0.0225,NADO,0.7,90,3,10
95,0.0225,CUMA,0.7,10,3,2
95,0.04,CUMA,1.1,10,5,2
95,0.25,LANO,1.7,65,7,7
95,0.25,EUCI,1.5,65,7,7
96,0.01,TACA,0.3,25,2,3
96,0.36,TACA,1.1,20,5,3
96,0.3025,RH2,1.5,35,7,4
96,0.1225,DR,0.8,70,4,8
96,0.075625,RHSP1,0.3,15,2,2
96,0.0225,PHGL,1.8,30,8,4
96,0.25,SC3,1.55,25,7,3
96,0.03,NADO,1.7,40,7,5
96,0.25,TE6,1.2,20,5,3
96,0.15,GA2,1.8,30,8,4
96,0.0625,HYSP,0.8,70,4,8
96,0.01,PYCO2,1.6,80,7,9
96,0.050625,ROOF,0.4,15,2,2
96,0.0225,HYSP,0.4,10,2,2
96,0.0225,NADO,0.6,60,3,7
96,0.045,DR,1.5,40,7,5
97,1.35,RHSP1,0.6,10,3,2
97,0.045,CESI4,1.2,95,5,10
97,0.0225,CESI4,0.5,95,3,10
97,0.045,CESI4,0.6,95,3,10
97,0.0225,RHSP1,0.45,70,2,8
97,0.0225,CESI4,0.3,95,2,10
97,0.03,CESI4,0.9,90,4,10
97,0.21,HYSP,1.6,40,7,5
97,0.0225,ROCH,1.1,30,5,4
97,0.27,RHIN1,0.3,50,2,6
97,0.405,RHIN1,0.3,25,2,3
97,0.0490625,MACLASS,1.1,70.90909091,5,8
97,0.19625,CASA,1.7,54.11764706,7,6
98,0.06,DR,0.6,55,3,6
99,0.09,ROOF,0.7,10,3,2
99,0.0375,MA11,0.4,90,2,10
99,0.02625,MA11,0.45,40,2,5
99,0.04,CHLU,1.6,90,7,10
99,0.04,MA11,0.4,40,2,5
99,0.050625,MA11,0.6,30,3,4
99,0.04,CHLU,0.5,30,3,4
99,0.04,CHLU,0.6,30,3,4
99,0.04,MA11,0.6,30,3,4
99,0.04,CHLU,0.6,30,3,4
99,0.36,HYQU3,1.5,15,7,2
99,0.0225,OSHE,0.6,50,3,6
99,0.0225,ARCR80,0.6,65,3,7
99,0.09,NADO,1.4,30,6,4
99,0.1225,CAJA9,1.6,60,7,7
99,0.025,ILCR,0.5,10,3,2
99,0.0625,NADO,0.6,35,3,4
99,0.0625,NADO,1.4,60,6,7
100,0.25,HYQU3,1,25,5,3
100,0.0225,CROV,0.3,10,2,2
100,0.36,RHSP1,1.3,10,6,2
100,1,PHGL,1.1,10,5,2
100,0.0625,RHIN1,0.5,10,3,2
100,0.36,RHSP1,1.6,15,7,2
100,1.375,PHGL,1.1,15,5,2
100,0.04,NADO,0.4,80,2,9
100,0.1,CHPI,0.6,70,3,8
100,0.01,ROBA,1,50,5,6
100,0.0225,MACLASS,0.3,20,2,3
100,0.04,RHIN1,0.6,20,3,3
100,0.04,JUCH,0.5,10,3,2
100,0.06,JUCH,0.4,10,2,2
100,0.04,PYCO2,0.55,25,3,3
100,0.04,NADO,1.1,60,5,7
100,0.0625,JUCH,0.5,20,3,3
100,0.039740625,JUCH,1.6,70.3125,7,8
102,0.04,NADO,0.7,35,3,4
102,0.04,ROCH,1,70,5,8
102,0.0625,CADI,1.1,45,5,5
102,0.25,MACLASS,0.45,15,2,2
102,0.04,ROCH,1.4,30,6,4
102,0.1225,ILCR,1.4,5,6,1
102,0.09,ILCR,1.6,5,7,1
102,0.04,ILCR,1.1,5,5,1
102,0.0225,ILCR,0.9,5,4,1
102,0.005625,ROCH,1.5,70,7,8
102,0.0625,LACA2,0.6,25,3,3
102,0.045,MACLASS,0.3,15,2,2
102,0.0225,MACLASS,0.3,15,2,2
102,0.01,OLEU,0.8,50,4,6
102,0.04,MACLASS,0.4,5,2,1
102,0.14,SPTH2,0.7,10,3,2
102,0.1225,NADO,0.7,10,3,2
