ES_id,Area_prop(%),Species,Ht(m),Missing ,Re_Ht,Re_Missing 
102,0.0225,HYSP,0.3,40,2,5
102,0.0125,NADO,0.3,10,2,2
102,0.0225,NADO,0.6,35,3,4
102,0.01,DIKA,1,55,5,6
102,0.02625,ROCH,1.8,80,8,9
102,0.0225,NADO,0.7,80,3,9
102,0.04,ILAT,1.4,80,6,9
102,0.04,HYSP,0.5,30,3,4
103,0.015,EUJAAM,0.3,20,2,3
103,0.09,HYSP,0.6,10,3,2
103,0.09,ROCH,1.2,70,5,8
103,0.0225,CISP,1.8,80,8,9
103,0.2,FICA,1.5,60,7,7
103,0.09,MAJA,0.9,60,4,7
103,0.02,ZAPU2,0.3,35,2,4
103,0.02,MACLASS,0.4,10,2,2
103,0.25,RHIN1,0.3,50,2,6
103,0.0625,RHIN1,0.6,25,3,3
103,0.01,PRX,0.6,70,3,8
103,0.015,NADO,0.6,30,3,4
103,0.0225,MACLASS,0.3,10,2,2
103,0.04,PYCO2,0.5,35,3,4
103,0.04,ROBA,0.5,20,3,3
103,0.99,NADO,1.4,65,6,7
103,0.1575,MACLASS,1.8,50,8,6
103,0.18,NADO,1.8,50,8,6
103,0.105,NADO,1.75,50,8,6
104,0.01,SC3,0.3,30,2,4
104,0.03,NADO,1.6,55,7,6
104,0.015,ARCR80,0.5,65,3,7
104,0.01,CHLA1,0.5,95,3,10
104,0.03,PRX,0.6,70,3,8
104,0.0625,GESE,1.5,60,7,7
105,0.0625,RHIN1,0.5,20,3,3
105,0.0625,RHIN1,0.5,20,3,3
105,0.04,RHIN1,0.5,10,3,2
105,0.09,DR,0.8,50,4,6
105,0.024040625,PRSU,0.6,97.5,3,10
105,0.024040625,PRSU,0.5,96,3,10
105,0.035447656,NADO,1.35,80.55555556,6,9
105,0.1256,CASA,1.45,11.55172414,6,2
105,0.1256,CASA,1.45,11.55172414,6,2
105,0.1256,CASA,1.45,11.55172414,6,2
105,0.1256,CASA,1.45,11.55172414,6,2
105,0.1256,CASA,1.45,11.55172414,6,2
105,0.1256,CASA,1.45,11.55172414,6,2
105,0.1256,CASA,1.45,11.55172414,6,2
105,0.0961625,CASA,1.45,11.55172414,6,2
105,0.0961625,CASA,1.45,11.55172414,6,2
105,0.0961625,CASA,1.45,11.55172414,6,2
105,0.0961625,CASA,1.45,11.55172414,6,2
105,0.0961625,CASA,1.45,11.55172414,6,2
105,0.0961625,CASA,1.45,11.55172414,6,2
105,0.0961625,CASA,1.45,11.55172414,6,2
105,0.0961625,CASA,1.45,11.55172414,6,2
105,0.1256,CASA,1.45,11.55172414,6,2
105,0.1256,CASA,1.45,11.55172414,6,2
105,0.1256,CASA,1.45,11.55172414,6,2
105,0.1256,CASA,1.45,11.55172414,6,2
105,0.1256,CASA,1.45,11.55172414,6,2
106,0.09,OSFR,0.9,10,4,2
106,0.14,CAJA9,0.8,60,4,7
106,0.0225,EUJAAM,0.7,65,3,7
106,0.09,FAJA,1.7,60,7,7
106,0.0625,PHGL,1.7,30,7,4
106,0.0225,OSFR,1.3,30,6,4
109,0.06,NADO,1.3,10,6,2
109,0.09,FRGR1,1.3,75,6,8
109,0.01,CACR27,0.35,30,2,4
109,0.0225,FRGR1,0.35,70,2,8
109,0.0225,SPTH2,0.4,60,2,7
109,0.0225,NADO,1.2,70,5,8
109,0.09,VITO,0.9,30,4,4
109,0.03,OSAM,0.6,30,3,4
109,0.01,JUSC,0.3,15,2,2
109,0.01,CUMA,0.4,15,2,2
109,0.06,OLEU,0.85,60,4,7
109,0.04,OLEU,0.7,30,3,4
110,0.3025,CYRE11,0.8,60,4,7
110,0.25,SC3,0.5,30,3,4
111,0.5625,ZESE,1.8,45,8,5
111,1.5,ZESE,1.7,50,7,6
111,0.09,CESI4,1.5,20,7,3
111,0.01,GIBI,1.5,20,7,3
111,0.4875,ZESE,1.3,35,6,4
112,0.32,RHIN1,0.7,30,3,4
112,0.0625,NADO,1.9,50,8,6
112,0.25,CASA,1.7,90,7,10
112,0.36,CASA,1.8,35,8,4
112,0.0625,CISP,1.6,55,7,6
112,0.45,PRPE2,0.5,25,3,3
112,0.25,CASA,1.5,60,7,7
112,0.09,PRPE2,1.2,60,5,7
112,0.015,RHSP1,0.3,30,2,4
112,0.09,RHSP1,0.4,50,2,6
112,0.05,NADO,0.4,15,2,2
112,0.2025,DUER,0.7,85,3,9
112,0.0225,HYSP,0.3,20,2,3
112,0.01,PEAM,0.4,10,2,2
112,0.04,GESE,0.5,20,3,3
112,0.0225,EUGL,1.4,85,6,9
112,0.09,RUDE8,0.4,25,2,3
112,0.2826,CASA,1.9,66.84210526,8,7
114,0.5625,PRX,1.8,95,8,10
114,0.5625,PRX,1.9,80,8,9
114,0.2025,RHSP1,1.1,20,5,3
114,0.25,RHSP1,0.6,25,3,3
114,0.36,SPTH2,1.6,20,7,3
114,0.45,SPTH2,1,20,5,3
114,2.88,SPTH2,1.4,10,6,2
114,0.3,CESI4,1.5,85,7,9
114,0.075,MACLASS,1.2,95,5,10
114,0.045,MEAZ,1.2,85,5,9
114,0.5625,LE16,1.3,20,6,3
114,0.5625,LE16,1.4,40,6,5
114,1.35,LE16,1.4,25,6,3
114,0.5625,PRX,1.1,40,5,5
114,0.25,PRX,1.1,40,5,5
114,0.425,ABGR4,0.7,30,3,4
114,1.2,PRX,1.6,35,7,4
114,0.75,ABGR4,0.9,35,4,4
114,0.0625,PRX,0.6,55,3,6
114,0.3825,RHSP1,1,20,5,3
114,0.3125,PRX,1.5,65,7,7
114,0.12,RHSP1,1,15,5,2
114,0.07,PRX,1.1,40,5,5
114,0.075,RHSP1,1.1,15,5,2
114,0.09,ABGR4,1.1,60,5,7
114,0.0225,CESI4,1.2,70,5,8
115,0.14,NADO,1,25,5,3
115,0.3,ROCH,1.8,50,8,6
115,0.1225,PIGL3,0.9,25,4,3
115,0.1225,ROCH,0.7,70,3,8
115,0.3,LILU,1.6,35,7,4
115,0.065,MAJA,0.8,50,4,6
115,0.04,DR,0.5,50,3,6
116,0.16,AUJA,1.7,70,7,8
116,0.0625,NADO,1.7,80,7,9
117,0.135,NADO,0.3,30,2,4
117,0.09,RHIN21,1.2,30,5,4
117,0.15,NADO,0.3,20,2,3
118,0.3025,RHSP1,1.3,5,6,1
118,0.3025,HISY,1.8,25,8,3
118,0.25,RHSP1,1.3,10,6,2
118,0.5625,CAJA9,1.9,20,8,3
118,0.27,RHSP1,0.9,15,4,2
118,0.25,ACPA,1.6,65,7,7
118,0.06,LE16,0.6,70,3,8
118,0.0625,MACLASS,1,65,5,7
118,0.16,ROCH,1.6,50,7,6
118,0.015625,RHIN1,0.3,25,2,3
119,0.09,PRX,0.9,65,4,7
119,0.0625,WIFL,0.6,15,3,2
119,0.0225,EUJAAM,0.5,85,3,9
119,0.04,PRX,0.8,65,4,7
119,0.0225,NADO,0.5,30,3,4
119,1.5,EUJAAM,1.65,30,7,4
119,0.16,MEAZ,1.8,60,8,7
119,0.005625,FOVI,0.3,55,2,6
119,0.030625,NADO,0.45,65,2,7
119,0.49,CESI4,1.5,70,7,8
120,0.64,HIMU3,1.7,5,7,1
121,0.015,ACPA,0.3,55,2,6
121,0.0225,RHIN21,0.5,80,3,9
121,0.09,ACPA,0.9,35,4,4
121,0.02625,CISP,0.9,50,4,6
121,0.01,LAIN,0.9,70,4,8
121,0.0225,NADO,0.6,75,3,8
121,0.51,SC3,1.4,15,6,2
121,0.09,HYSP,1.4,25,6,3
123,0.3025,TRFO,1.8,70,8,8
123,0.2025,TRFO,1.7,65,7,7
123,0.68,TRFO,1.9,65,8,7
123,0.1225,MACLASS,1.6,85,7,9
123,0.3,RHSP1,1.4,65,6,7
123,0.045,RHSP1,0.8,90,4,10
123,0.25,ABGR4,1.1,70,5,8
124,0.4375,RHIN1,0.5,5,3,1
125,0.5625,RHIN1,0.6,30,3,4
125,0.5625,CESI4,1.6,25,7,3
126,0.16,SC3,1.4,15,6,2
126,0.04,HYSP,0.4,15,2,2
126,0.12,ROCH,1.3,65,6,7
126,0.0225,HISY,1.2,70,5,8
126,0.021875,CUMA,0.6,10,3,2
126,0.2025,ACPA,1,45,5,5
126,0.06,MACLASS,0.7,55,3,6
126,0.0225,GA2,0.3,15,2,2
126,0.0225,GA2,0.4,15,2,2
127,0.0225,NADO,0.3,15,2,2
127,0.09,LISI,0.6,25,3,3
127,0.025,CHPI,0.4,15,2,2
127,0.04,LISI,0.4,25,2,3
127,0.01875,NADO,0.3,35,2,4
127,0.045,CHPI,0.4,30,2,4
127,0.045,CHPI,0.3,15,2,2
127,0.09,NADO,0.3,60,2,7
127,0.075,CHPI,0.3,80,2,9
127,0.0675,NADO,0.3,15,2,2
128,0.0625,OLEU,0.8,20,4,3
128,0.0225,CUMA,0.9,40,4,5
128,0.0225,CUMA,1.2,60,5,7
128,0.0225,CUMA,0.6,25,3,3
128,0.0225,NADO,1.2,80,5,9
128,0.030625,HYSP,0.45,40,2,5
128,0.01875,SYRE,0.9,40,4,5
128,0.04,RH2,0.4,25,2,3
128,0.0225,CHOB,0.6,75,3,8
128,0.0625,EU9,0.6,45,3,5
128,0.0625,EU9,0.6,65,3,7
128,0.25,RHIN1,0.3,10,2,2
129,0.7225,LACA2,0.4,15,2,2
129,0.09,LACA2,0.3,25,2,3
129,0.24,NADO,0.45,10,2,2
129,0.04,JUCH,1.5,25,7,3
129,0.01,CUMA,0.6,5,3,1
129,0.24,NADO,0.45,10,2,2
131,0.06,EL1,0.6,70,3,8
131,0.0625,ABME,0.6,65,3,7
132,0.09,TRSE6,0.9,60,4,7
132,0.105,MA17,0.9,50,4,6
132,0.18,MA17,0.9,50,4,6
132,0.4225,MEAZ,1.3,40,6,5
132,0.105,CICA,1,20,5,3
132,0.045,MA17,0.8,55,4,6
132,0.625,MA17,1.8,40,8,5
132,0.1225,MA17,1.2,55,5,6
132,0.78,CESI4,1.7,20,7,3
132,0.075,LILU,0.8,30,4,4
132,0.015625,MEAZ,0.5,50,3,6
132,0.015,CESI4,0.3,50,2,6
132,0.04,MA17,0.3,30,2,4
132,0.1225,MA17,0.5,60,3,7
132,0.49,TRSE6,1.5,25,7,3
132,0.1225,MEAZ,1.5,50,7,6
133,0.0225,CESI4,0.3,30,2,4
133,0.03,CICA,0.4,30,2,4
133,0.75,RHSP1,0.8,5,4,1
133,0.375,ROOF,0.6,30,3,4
133,0.01125,RHSP1,0.3,25,2,3
134,0.05,ACPA,0.6,70,3,8
134,0.09,NADO,1.6,85,7,9
134,0.05,NADO,1,90,5,10
134,0.0625,MEAZ,0.5,85,3,9
134,0.075,MEAZ,0.5,85,3,9
134,0.0625,MEAZ,0.6,85,3,9
134,0.0875,LILU,1,65,5,7
134,0.04,NADO,0.35,30,2,4
134,0.01,NADO,0.35,60,2,7
134,0.075,NADO,0.6,40,3,5
134,0.225,CAJA9,1.5,35,7,4
134,0.075,NADO,1.1,75,5,8
134,0.0225,CAJA9,0.6,40,3,5
136,0.005625,PYCO2,1.5,70,7,8
137,0.09,VIOD,0.6,25,3,3
137,0.0125,CESI4,0.85,20,4,3
139,0.0625,ACBA2,0.7,90,3,10
140,0.22,HYSP,1.4,20,6,3
140,0.0225,PIJA,0.7,60,3,7
140,0.0875,CASA,0.3,20,2,3
140,0.1125,EUAL,1.2,20,5,3
140,0.2,HYSP,1.1,15,5,2
140,0.0625,ROCH,0.6,50,3,6
140,0.0625,RHIN1,0.4,30,2,4
140,0.01,HYSP,0.3,30,2,4
140,0.18,HIMU3,1.5,70,7,8
140,0.0625,NADO,1.3,60,6,7
140,0.0225,CHLA1,0.6,55,3,6
140,0.04,CUMA,1.5,20,7,3
140,0.01,JUCH,1.5,25,7,3
140,0.045,PYCO2,1.5,80,7,9
140,0.09,ILAT,1.8,95,8,10
140,0.0225,JUCH,1.8,95,8,10
140,0.2,NADO,1.8,35,8,4
140,0.05,FAJA,1.4,50,6,6
140,0.04,RHSP1,1.7,55,7,6
140,0.075,ILAT,1.7,70,7,8
140,0.0625,HISY,1.7,50,7,6
141,0.08,CYRA,0.7,50,3,6
141,0.005625,HISY,1.1,80,5,9
141,0.3316625,TE6,1.8,22.5,8,3
142,0.04,NADO,0.7,30,3,4
142,0.12,DUER,1,60,5,7
142,0.0225,NADO,0.3,40,2,5
142,0.0225,JUBR6,0.6,60,3,7
142,0.04,EU9,0.4,40,2,5
142,0.0225,NADO,0.8,70,4,8
143,0.25,RHSP1,1,10,5,2
143,0.25,RHSP1,1,15,5,2
143,1.5,OSFR,1.5,30,7,4
143,2.925,NADO,1.3,20,6,3
143,0.0314,QUAL2,1.8,87.5,8,9
144,0.02,RH2,0.6,60,3,7
144,0.15,MAJA,1.5,30,7,4
144,0.01,ARCR80,0.4,70,2,8
144,0.05,OSFR,1.2,70,5,8
144,0.105,MAJA,1.2,70,5,8
144,0.04,CISP,0.4,40,2,5
144,0.25,NADO,1.7,50,7,6
144,0.25,NADO,1.7,50,7,6
144,0.36,SC3,1.6,40,7,5
145,0.25,GA2,1.1,20,5,3
145,0.03375,DA4,0.4,30,2,4
145,0.039375,MACLASS,0.6,30,3,4
145,0.0825,DA4,0.6,20,3,3
145,0.01875,MACLASS,0.3,25,2,3
145,0.04,MACLASS,0.5,50,3,6
145,0.0625,NADO,1.2,50,5,6
146,0.36,MAJA,0.7,30,3,4
146,1.6,RHIN1,0.5,20,3,3
146,0.2826,CASA,1.9,48.42105263,8,5
147,0.18,ABGR4,0.6,30,3,4
147,0.15,ABGR4,0.5,40,3,5
147,0.1125,MAJA,0.7,30,3,4
147,0.0225,MAJA,0.6,60,3,7
147,0.05,MAJA,0.8,40,4,5
147,0.0375,RHIN1,0.3,30,2,4
147,0.0375,PHHE8,1.5,85,7,9
147,0.125,GA2,1.3,30,6,4
147,0.09,CAJA9,0.6,30,3,4
147,0.0490625,CAJA9,1.3,56.92307692,6,6
147,0.2374625,POMA,1.9,53.68421053,8,6
147,0.0490625,CAJA9,1.3,46.15384615,6,5
147,0.0490625,CAJA9,1.3,38.46153846,6,4
147,0.0490625,CAJA9,1.3,34.61538462,6,4
148,0.075,NADO,0.6,10,3,2
148,0.045,CH9,0.3,25,2,3
148,0.04,CH9,0.4,25,2,3
148,0.015,MACLASS,0.5,65,3,7
149,0.06,OSHE,0.7,20,3,3
149,0.0625,NADO,0.9,20,4,3
149,0.03,RH2,1.7,30,7,4
149,0.0625,HISY,0.6,50,3,6
149,0.075,MACLASS,0.3,40,2,5
149,0.04,HYSP,0.4,50,2,6
149,0.14,NADO,1,80,5,9
149,0.04,RHSP1,0.3,55,2,6
149,0.4225,CYRE11,0.7,80,3,9
149,0.0225,AUJA,0.3,50,2,6
149,0.01,AUJA,0.3,50,2,6
149,0.0225,ACPA,0.9,55,4,6
149,0.02,MACLASS,0.3,60,2,7
149,0.09,AUJA,0.7,60,3,7
149,0.0225,HISY,0.7,60,3,7
149,0.03,SC3,0.7,70,3,8
149,0.0225,THOR,1,50,5,6
149,0.04,SPTH2,0.3,30,2,4
149,0.0125,MACLASS,0.3,65,2,7
149,0.0225,HYSP,0.4,15,2,2
150,0.21,ELPU,1.2,20,5,3
150,0.56,SPTH2,1.2,25,5,3
150,1.47,ELPU,1.6,10,7,2
150,0.6,ELPU,1.3,15,6,2
150,0.525,GA2,1.3,15,6,2
150,0.595,ELPU,1.1,15,5,2
150,0.04,CESI4,1.3,90,6,10
150,0.04,CAPY,1.3,80,6,9
150,1.8,ABGR4,1.5,25,7,3
150,2.07,QUAL2,1.6,20,7,3
151,0.45,CAJA9,1.2,20,5,3
151,0.36,NADO,1.75,40,8,5
151,0.0625,GA2,0.5,35,3,4
151,0.38465,CAJA9,1.75,20.28571429,8,3
151,0.2826,PIJA,1.75,50,8,6
152,2.16,RHSP1,0.9,10,4,2
152,0.54,RHSP1,0.7,38,3,4
152,0.45,RHSP1,0.9,15,4,2
152,0.66,RHSP1,0.7,20,3,3
152,0.19625,JUCH,0.6,55,3,6
152,0.19625,JUCH,1,62,5,7
152,0.19625,JUCH,1.2,60.41666667,5,7
153,0.0625,SEFO2,0.6,40,3,5
153,0.105,RHIN21,0.5,45,3,5
153,1.05,RHIN21,0.5,35,3,4
153,0.075,RHIN21,0.5,30,3,4
154,0.05,PA15,0.5,25,3,3
154,0.09,SC3,1.2,30,5,4
154,0.0225,PRSU,0.3,95,2,10
154,0.03,HYSP,0.3,30,2,4
154,0.09,OLEU,0.7,30,3,4
154,0.0675,CUMA,1.2,10,5,2
154,0.0225,HYQU3,0.4,10,2,2
154,0.09,SC3,1.3,65,6,7
154,0.0225,MACLASS,1,50,5,6
154,0.6,DUER,1.2,15,5,2
154,0.09,ROCH,1,50,5,6
155,0.15,BUMI1,0.6,5,3,1
155,0.25,CAJA9,1.1,10,5,2
155,0.36,GA2,1,5,5,1
155,0.1225,PIJA,0.8,20,4,3
155,0.1225,PIJA,0.8,20,4,3
155,0.1225,PIJA,0.8,20,4,3
155,0.25,CAJA9,1.2,20,5,3
155,0.225,CAJA9,1.2,20,5,3
155,0.25,CAJA9,1.2,20,5,3
155,0.325,FAJA,1.7,85,7,9
155,0.525,CUMA,1.2,20,5,3
155,1.26,MAJA,0.5,40,3,5
155,0.3375,RHIN1,0.3,15,2,2
157,0.5625,NADO,1.8,35,8,4
157,0.5625,NADO,1.8,35,8,4
157,0.5625,NADO,1.8,35,8,4
157,0.5625,NADO,1.8,35,8,4
157,0.5625,NADO,1.8,35,8,4
158,0.1575,MEAZ,1.5,30,7,4
158,0.1225,NADO,0.6,15,3,2
158,0.0225,CICA,1.2,70,5,8
158,0.045,RHIN21,1.3,70,6,8
158,0.04,MEAZ,0.5,60,3,7
158,0.36,ILCR,1.3,10,6,2
158,0.36,ILCR,1.3,10,6,2
158,0.09,DR,1.7,50,7,6
158,0.18,ROCH,1.7,90,7,10
158,0.12,RHIN1,0.3,20,2,3
158,0.2025,ILCR,1.4,30,6,4
158,0.1,ILCR,1.1,50,5,6
158,0.27,ILCR,1.5,15,7,2
158,0.35,RHIN1,0.3,20,2,3
159,0.0375,MACLASS,0.3,30,2,4
159,0.075,OLEU,1.5,70,7,8
159,0.03,NADO,0.6,40,3,5
159,0.0625,BR13,0.5,40,3,5
159,0.045,ROCH,0.7,65,3,7
159,0.04,NADO,0.65,70,3,8
159,0.0225,NADO,0.65,70,3,8
159,0.0225,ZAPU2,0.6,85,3,9
159,0.03,ROCH,0.7,75,3,8
159,0.1225,CROV,0.7,30,3,4
159,0.225,CROV,0.8,30,4,4
159,0.0225,NADO,0.7,80,3,9
159,0.0225,ROCH,0.3,80,2,9
159,0.01,MACLASS,0.3,80,2,9
159,0.0225,NADO,0.3,80,2,9
159,0.03,ROCH,0.3,80,2,9
159,0.0225,RHSP1,0.4,70,2,8
159,0.0075,ACPA,0.55,70,3,8
159,0.04,CROV,0.5,35,3,4
159,0.0225,LA6,0.4,70,2,8
159,0.005625,MACLASS,0.6,80,3,9
159,0.175,SC3,1.4,80,6,9
159,0.0625,NADO,1,70,5,8
159,0.0225,MACLASS,0.3,40,2,5
160,0.04,PASU,0.65,20,3,3
160,0.105,CAJA9,0.6,20,3,3
160,0.15,QUAL2,0.6,25,3,3
160,0.105,CASA,0.6,20,3,3
160,0.25,RHSP1,1,15,5,2
160,0.25,RHSP1,1.1,20,5,3
160,0.01,ARCR80,0.5,60,3,7
160,0.015,MA11,0.4,50,2,6
160,0.0225,SEFO2,0.3,20,2,3
160,0.0225,SEFO2,0.3,20,2,3
160,0.09,RHIN1,0.6,20,3,3
160,0.141790625,ACPA,1.3,38.46153846,6,4
160,0.141790625,MAJA,1.2,50.41666667,5,6
160,0.1256,OSFR,1.1,18.18181818,5,2
160,0.1256,ACPA,1.1,18.18181818,5,2
160,0.1256,OSFR,1.1,18.18181818,5,2
160,0.1256,OSFR,1.1,18.18181818,5,2
160,0.1256,OSFR,1.1,18.18181818,5,2
160,0.1256,OSFR,1.1,18.18181818,5,2
160,0.19625,PRX,0.7,64.28571429,3,7
161,0.825,RHSP1,0.4,15,2,2
162,0.045,MACLASS,1.95,60,8,7
162,0.01125,CAJA9,0.5,70,3,8
162,0.24,ACPA,1.4,70,6,8
163,0.0225,NADO,0.3,20,2,3
163,0.0225,EU9,0.6,50,3,6
163,0.0625,EU9,0.5,40,3,5
163,0.12,RHIN1,0.6,20,3,3
163,0.075,LISI,1.1,50,5,6
163,0.1125,LISI,1.1,50,5,6
163,0.375,ABGR4,1.2,25,5,3
164,0.04,CESI4,0.6,35,3,4
165,1.125,HYMO2,0.7,30,3,4
165,0.0225,MACLASS,0.7,70,3,8
165,0.03,PIJA,0.6,80,3,9
165,0.05,PIJA,0.7,90,3,10
165,0.0625,NADO,1,75,5,8
165,0.045,FAJA,0.4,30,2,4
165,0.0225,NADO,0.4,40,2,5
165,0.0225,NADO,0.4,40,2,5
165,0.0225,ACPA,0.5,75,3,8
165,0.01,LILU,0.4,15,2,2
165,0.015,LILU,0.4,20,2,3
165,0.03,ACPA,0.4,50,2,6
165,0.01,CESI4,0.4,40,2,5
165,0.005625,CESI4,0.4,45,2,5
165,0.01,ARCR80,0.45,75,2,8
165,0.0025,ACPA,0.7,70,3,8
165,0.00375,ACPA,0.4,70,2,8
165,0.0025,ACPA,0.6,60,3,7
165,0.0014,ACPA,0.5,70,3,8
165,0.03,NADO,0.4,35,2,4
165,0.0025,ARCR80,0.6,75,3,8
165,0.000625,ACPA,0.3,70,2,8
165,0.03,NADO,0.3,70,2,8
165,0.16,NADO,0.7,35,3,4
165,0.0176625,MACLASS,1.8,94.44444444,8,10
165,0.110390625,FAJA,1.8,84.44444444,8,9
165,0.4415625,ERJA,1.7,73.23529412,7,8
165,0.357665625,LILU,1.9,85.26315789,8,9
166,0.1225,HYSP,1,30,5,4
166,0.25,CAJA9,1,15,5,2
166,0.0125,NADO,0.3,50,2,6
166,0.105,NADO,1,50,5,6
166,0.05,RH2,1,85,5,9
166,0.0225,CAJA9,0.4,40,2,5
166,0.105,LAIN,0.7,65,3,7
166,0.25,SPTH2,1.7,20,7,3
166,0.2025,TE6,1.7,15,7,2
167,0.28,ABGR4,0.5,20,3,3
167,0.09,ABGR4,0.6,50,3,6
167,0.18,ABGR4,0.5,20,3,3
167,0.3,ABGR4,0.5,20,3,3
167,0.1225,HYSP,1,15,5,2
167,0.1225,NADO,1.25,15,6,2
167,0.03,RHIN1,0.3,35,2,4
167,0.39,RHIN21,1.3,35,6,4
167,0.0375,RHSP1,0.4,10,2,2
167,0.6,ABGR4,0.6,20,3,3
168,0.15,SC3,0.6,20,3,3
168,0.4225,MACLASS,0.3,15,2,2
168,0.03,HYSP,0.3,15,2,2
168,0.09,LAIN,1.8,80,8,9
168,0.07065,DR,1.85,58.64864865,8,6
169,0.0225,NADO,1.1,80,5,9
169,0.075,NADO,1.4,60,6,7
169,0.03,ILCR,0.3,35,2,4
169,0.225,RHIN1,1.1,30,5,4
169,0.030625,MACLASS,0.4,10,2,2
169,0.075,MACLASS,0.35,15,2,2
170,0.0225,RHIN1,0.3,50,2,6
170,0.0225,RHIN1,0.3,50,2,6
170,0.1125,RHIN21,0.9,50,4,6
170,0.5625,JUCH,1.8,20,8,3
170,0.68,RHSP1,1.9,15,8,2
171,0.015625,NADO,0.9,55,4,6
171,0.0125,MACLASS,1.8,70,8,8
171,0.25,AUJA,1.1,50,5,6
171,0.0225,PEAM,1.1,85,5,9
171,0.75,RHIN21,0.9,30,4,4
173,0.02,NADO,0.3,10,2,2
173,0.03,NADO,0.3,15,2,2
173,0.015625,NADO,0.6,70,3,8
173,0.03125,HYSP,0.5,45,3,5
173,0.0225,RHIN1,0.3,15,2,2
173,0.0225,NADO,0.3,25,2,3
173,0.01,PRX,0.6,90,3,10
173,0.015625,NADO,0.5,60,3,7
173,0.04,DR,0.4,45,2,5
173,0.0625,HYSP,0.4,25,2,3
173,0.0225,NADO,1.6,45,7,5
173,0.0225,HYSP,0.3,40,2,5
173,0.0225,HYSP,0.3,40,2,5
173,0.01,CAJA9,0.3,70,2,8
173,0.04,ROCH,0.6,50,3,6
173,0.04,ROCH,0.6,50,3,6
173,0.04,ROCH,0.6,50,3,6
174,0.06,DR,0.9,65,4,7
19,0.0625,CASA,0.6,60,3,7
19,0.1225,CASA,0.6,30,3,4
19,0.09,NADO,1.1,45,5,5
19,0.14,NADO,0.9,20,4,3
